"LUGAR","lon","lat"
"DUQUESA DE PARCENT 3",-3.7443357,40.3952443
"ARQUITECTO LOPEZ OTERO SN               ",-3.7322775,40.4416417
"BERNARDINO OBREGON 26                   ",-3.6989445,40.4024509
"PO GENERAL MARTINEZ CAMPOS 6            ",-3.6978858,40.4347722
"RANCHO 3                                ",-3.6804866,40.4230388
"VERSALLES                               ",-3.6971013,40.4283965
"M 30 CALZADA 2 PTE VENTAS               ",-3.7224778,40.4210557
"SAN MAMES 48                            ",-3.7172,40.33937
"DCTOR ESQUERDO 105                      ",-3.6690976,40.4150356
"LAGARTERA-RUIDERA                       ",-3.67325,40.3817
"RAFAEL FINAT-AV POBLADOS                ",-3.7692803,40.3798191
"MARIA ODIAGA                            ",-3.7432907,40.3771907
"ALCALA 192                              ",-3.6647729,40.4298479
"PEÑUELAS 11                             ",-3.7041885,40.4036806
"VALVERDE 10                             ",-3.701919,40.4210786
"ALCALDE LUIS MARICHALAR 3",-3.6586456,40.4111515
"MANUEL LINARES 1                        ",-3.6506578,40.4301273
"ILLESCAS 94                             ",-3.75318,40.38975
"LUIS MITJANS 11                         ",-3.6709193,40.4009465
"SOR ANGELA DE LA CRUZ-G VARELA          ",-3.6946971,40.4594993
"JOSE PAULETE SN                         ",-3.653777,40.3938483
"ALCALDE GARRIDO JUARISTI 2              ",-3.6575118,40.4138779
"GENERAL YAGUE 52                        ",-3.6993703,40.4571702
"CANTALAPIEDRA-PZ MARIA PINEDA           ",-3.6553799,40.3927512
"ARQUITECTURA 13                         ",-3.7018497,40.3994206
"AV PABLO NERUDA 5                       ",-3.64067,40.39261
"JOSE ANTONIO NOVAIS SN                  ",-3.7271184,40.448368
"PADRE CLARET-AV RAMON Y CAJAL           ",-3.6655067,40.4525705
"SANTIAGO RUSIÑOL 4                      ",-3.7159438,40.4469317
"MADRAZO 32                              ",-3.6954671,40.4175793
"PZ PUERTA DEL SOL 1                     ",-3.7024276,40.4172093
"PO PRADO 1                              ",-3.6925185,40.4186284
"AV ENTREVIAS 128                        ",-3.6611198,40.3767087
"PAVIA                                   ",-3.6979853,40.4415994
"BENIMAMET 137",-3.6840545,40.3440698
"VITAL AZA 79                            ",-3.6381873,40.433706
"MARIA SEVILLA DIAGO-SUECIA              ",-3.6060232,40.4334399
"PIROTECNIA 37                           ",-3.5966944,40.398177
"OMEGA 1                                 ",-3.6214544,40.5343932
"GENERAL ZABALA 35                       ",-3.6769971,40.4444042
"ANTONIO CALVO-PERSUASION                ",-3.6564179,40.4371434
"TRANVIA DE ARGANDA FAROLA 25            ",-3.6334367,40.3826449
"GOYA 61                                 ",-3.6807792,40.4251871
"M PICO VELASCO 26                       ",-3.6465994,40.4413167
"AV DOCTOR ARCE FTE FAROLA 15            ",-3.6817217,40.446622
"LAGUNA DALGA 12                         ",-3.7055166,40.3323536
"PO ESPERANZA 37                         ",-3.7032569,40.3997137
"CAÑOS  PERAL 1                          ",-3.7091649,40.4185898
"PRINCIPE DE VERGARA-COSTA RICA          ",-3.6773579,40.4569238
"FE 1                                    ",-3.7008383,40.4091106
"CTRA CEMENTERIO NUEVO 49                ",-3.5887698,40.4791914
"M 30 KM 22,700 CALZADA 1                ",-3.7224778,40.4210557
"TORRELAGUNA-CIDAMON                     ",-3.6579448,40.4497164
"AV MAYORAZGO SN                         ",-3.6253235,40.3667783
"ALBAIDA 36",-3.61787,40.43312
"AGUSTIN GARCIA MALLA                    ",-3.6167953,40.3824125
"CAMINO DE EL ENCINAR SN                 ",-3.6521228,40.5113355
"CJAL FCO J JIMENEZ MARTIN 168           ",-3.7519493,40.3998598
"PO PRADO 4                              ",-3.6945016,40.4172375
"ERCILLA 4                               ",-3.703941,40.4040255
"ALCALDE SAINZ DE BARANDA 93             ",-3.667595,40.4175844
"SOR MARIA AGREDA-HNOS MACHADO           ",-3.6487827,40.4300643
"MENORCA 31                              ",-3.6754634,40.4195015
"CONCEPCION ARENAL 2                     ",-3.7047241,40.4204805
"M 30 17XC24                             ",-3.7224778,40.4210557
"ANTONIO LANZUELA                        ",-3.7027602,40.4670773
"A 4 M 40 KM 6                           ",-3.7657192,40.4732769
"YEBENES FTE 36                          ",-3.7537907,40.3958196
"PAVIA-SAN QUINTIN                       ",-3.7118377,40.4194812
"NICOLAS MORALES-V LLAGUNO               ",-3.7298934,40.3904971
"IBIZA 56                                ",-3.6719202,40.4178935
"GTA CARMENES-ALHAMBRA                   ",-3.7435384,40.3956725
"PO ESPERANZA-MORATINES                  ",-3.704998,40.4017712
"PRINCIPE DE VERGARA 16",-3.67985,40.42471
"SAN NORBERTO 42                         ",-3.7024896,40.3398649
"PO PARDO SN CUARTEL REY                 ",-3.777888,40.5224361
"BERASTEGUI 16                           ",-3.6425627,40.4293098
"M 30 KM 23 CALZADA 1                    ",-3.7224778,40.4210557
"PRINCIPE DE VERGARA 276                 ",-3.6764865,40.4591428
"AV CELIO VILLALBA F 17                  ",-3.636909,40.4744263
"AV PABLO NERUDA 49                      ",-3.6469658,40.3846793
"ARROYO DEL OLIVAR FAROLA 46             ",-3.6514254,40.3884061
"CAROLINAS 16                            ",-3.7053499,40.4512513
"ALFONSO VIII 22                         ",-3.6766257,40.4673063
"OFELIA NIETO-VILLAAMIL                  ",-3.70883,40.461525
"PZ VICALVARADA                          ",-3.6095919,40.4096273
"CUCLILLO 3                              ",-3.7312372,40.390912
"PO PUERTA ANGEL PARKING TERRIZ          ",-3.7331973,40.4131784
"JUAN ALVAREZ MENDIZABAL                 ",-3.7176422,40.4277686
"VENTURA RODRIGUEZ 8                     ",-3.7140207,40.4255514
"TRAV VIRGEN ROCA COMISARIA CNP          ",-3.6563899,40.4352512
"AV VALLADOLID M 605                     ",-3.7307044,40.4298459
"VILLAMANIN 27                           ",-3.7517833,40.4074326
"ALMANSA 5                               ",-3.7042796,40.4485861
"MONTEJURRA 23                           ",-3.6559408,40.4253472
"ARANJUEZ 4                              ",-3.607442,40.039854
"ISLA DE FORMOSA 9                       ",-3.6873335,40.4982798
"CALLE 30 BYPASS SUR                     ",-3.6748806,40.3917495
"AV POBLADOS A 42 VIA SERVICIO           ",-3.7556144,40.3784503
"PEDRO LABORDE 59                        ",-3.6501964,40.3856271
"VALDETORRES DE JARAMA 17                ",-3.64516,40.47172
"GUABAIRO-JUAN ALONSO                    ",-3.7454704,40.3865928
"ENRIQUE VELASCO 2                       ",-3.6633245,40.396338
"BEASAIN 43                              ",-3.7177352,40.3669494
"ESPIRITU SANTO 2                        ",-3.7021879,40.4250705
"A 401 AV POBLADOS                       ",-3.7347819,40.3738081
"TRAV TRIFON PEDRERO 6                   ",-3.7076623,40.3931401
"PZ LAVAPIES 4                           ",-3.7008805,40.4089281
"GONZALO DE CESPEDES-AV LOGROÑO          ",-3.5816685,40.4714419
"CALATRAVA-PZ SAN FRANCISCO              ",-3.6892896,40.466028
"CTA SAN VICENTE",-3.7179341,40.4202114
"VERDAD 29                               ",-3.7171397,40.3915478
"GUTIERRE DE CETINA 26                   ",-3.643469,40.432589
"COMANDANTE FONTANES-V PACHON            ",-3.7254983,40.3950884
"OCA-AV NTRA SRA VALVANERA               ",-3.7351176,40.3899363
"VIA LUSITANA 5                          ",-3.7241792,40.3812306
"GENERAL RICARDOS 116                    ",-3.726187,40.3922424
"ARRIAGA 51                              ",-3.6420563,40.4255129
"PO BAJO VIRGEN DEL PUERTO               ",-3.7220118,40.4133017
"AV ABRANTES 139                         ",-3.73172,40.37779
"YEBENES 47                              ",-3.7532637,40.3952635
"COMISARIA DE POLICIA NACIONAL           ",-3.6716574,40.427901
"CONCORDIA-PEÑA GORBEA                   ",-3.6657063,40.3953112
"AV ABRANTES 56                          ",-3.7286647,40.3805113
"AV NUESTRA SEÑORA VALVANERA SN          ",-3.7397594,40.3923246
"VELAZQUEZ-CONDE DE ARANDA               ",-3.68443,40.4216498
"PO CASTELLANA 177 Y 179                 ",-3.6902562,40.46293
"FERNANDEZ SHAW                          ",-3.6685794,40.4046517
"LUIS RUIZ 25                            ",-3.6343106,40.4257658
"PEDRO LABORDE-AV BUENOS AIRES           ",-3.6532066,40.3840179
"CAVANILLES 4                            ",-3.6785444,40.4070116
"AV PRINCESA JUANA DE AUSTRIA            ",-3.7199443,40.3713382
"PQ AGUSTIN RGUEZ SAHAGUN F SN           ",-3.6212291,40.3677747
"MARTINEZ DE LA RIVA 1                   ",-3.664075,40.386341
"ALVARADO 13                             ",-3.7047832,40.4505672
"GALEON 5                                ",-3.5856551,40.4563428
"LAGUNA-VIA CARPETANA                    ",-3.74174,40.39222
"AV DOCTOR GARCIA TAPIA 155              ",-3.631636,40.4081833
"CAPITAN HAYA-SOR ANGELA CRUZ            ",-3.6919837,40.4592121
"ALCALA-GUTIERRE DE CETINA               ",-3.6449207,40.4346519
"GTA CARMENES 2                          ",-3.7435343,40.3947964
"RIOS ROSAS 36                           ",-3.6982425,40.4415569
"M 30 PTE FRANCESES                      ",-3.7358665,40.4336687
"AV ENTREVIAS 89                         ",-3.6656643,40.3793655
"JACOMETREZO-GRAN VIA                    ",-3.7059857,40.4203024
"PICOS DE EUROPA                         ",-3.6603355,40.3949441
"JOSE ABASCAL 27                         ",-3.6988966,40.4386548
"ARROYO DEL MONTE-AV V CONDESA           ",-3.7010826,40.5150879
"ABTAO 4                                 ",-3.6770068,40.4030557
"PUERTO DE CANFRANC-S MADRONA            ",-3.6630144,40.3975805
"LEON FELIPE 6                           ",-3.6383857,40.3880259
"ARMADA ESPAÑOLA-JORGE JUAN              ",-3.6881248,40.4239844
"JOSE ABASCAL-PONZANO                    ",-3.6993338,40.438447
"PZ FERNANDEZ LADREDA 2                  ",-3.7169747,40.3844788
"AV MADRID PARKING PESCADO               ",-3.7054934,40.4238282
"FEDERICO GRASES 46                      ",-3.7449287,40.3761046
"PRINCIPE DE VERGARA FTE 51              ",-3.6785951,40.4417635
"CNO FUENTE DE LA MORA                   ",-3.6645962,40.4854624
"PARKING PORTAVOZ MONCLOA                ",-3.719502,40.432262
"ALFONSO XII 68                          ",-3.688798,40.407872
"PO MORET 6                              ",-3.7237483,40.4331786
"NICOLASA GOMEZ 33                       ",-3.6138118,40.4420966
"MARCELO USERA FTE 4                     ",-3.7079811,40.3855999
"AV PEÑA PRIETA 2                        ",-3.6687534,40.3983955
"CRISTOBAL BORDIU-STA ENGRACIA           ",-3.70343,40.44317
"OLVIDO-MARCELO USERA                    ",-3.70306,40.38628
"ARROYO DEL OLIVAR 150                   ",-3.6539076,40.3882538
"GTA MARQUES VADILLO-PTE TOLEDO          ",-3.7157344,40.3977338
"AV POBLADOS-TEMBLEQUE                   ",-3.7347819,40.3738081
"VOLUNTARIOS CATALANES 11                ",-3.6994601,40.464853
"PINGARRON-MARAÑOSA                      ",-3.6625834,40.3931379
"GTA QUEVEDO 4                           ",-3.7048557,40.4336793
"FERROVIARIOS-AMPARO USERA               ",-3.7053932,40.3871686
"AVE MARIA 42                            ",-3.7010566,40.4098891
"GUAREÑA-AV GENERAL FANJUL               ",-3.7645252,40.3844706
"AV PABLO NERUDA-ANDALUCES               ",-3.6418268,40.3916712
"AV ALBUFERA 101                         ",-3.6608354,40.3940467
"PO CASTELLANA 124                       ",-3.6901962,40.4492809
"AVEFRIA-CLARA CAMPOAMOR                 ",-3.73341,40.38357
"REAL DE ARGANDA-AV STA EUGENIA          ",-3.6082756,40.377939
"ALFONSO XII 26                          ",-3.68915,40.4157
"MARIA PAZ UNCITI 11                     ",-3.6636494,40.3940466
"ARROYO DEL OLIVAR 95                    ",-3.6492968,40.3881442
"CALLE 30 KM 5,800 CENTRAL C 1           ",-3.6748806,40.3917495
"ARGENTINA 4                             ",-3.723312,40.481016
"ARROYO DE LAS PILILLAS 10               ",-3.6518405,40.4070928
"GUADARRAMA-ANTONIO ULLOA                ",-3.7310911,40.4111133
"PO CASTELLANA 154                       ",-3.6894907,40.456236
"AV PLANETARIO-MENESES                   ",-3.682465,40.393905
"DOCTOR VELASCO-ALFONSO XII              ",-3.6887933,40.4094994
"GENERAL RICARDOS 4                      ",-3.716717,40.3974734
"VALMOJADO FAROLA 44                     ",-3.7060897,40.4163163
"GONZALO DE BERCEO-ARRIAGA               ",-3.6440507,40.426578
"M 30 PZ CASTILLA                        ",-3.6981784,40.4662458
"VENTURA DE LA VEGA 2                    ",-3.6989278,40.4161931
"ENRIQUE GARCIA ALVAREZ 10               ",-3.61442,40.38187
"BOSCO-MARUJA GARCIA ROMERO              ",-3.65388,40.40387
"ORENSE 68                               ",-3.6937849,40.4617152
"AV NUESTRA SEÑORA FATIMA FA 60          ",-3.7476555,40.3828163
"AV CANILLEJAS VICALVARO-SOFIA           ",-3.6114963,40.4265121
"CACERES 11                              ",-3.6954814,40.3984945
"RIO PARANA-RIO URUGUAY                  ",-3.7022406,40.4160151
"ATOCHA 96                               ",-3.6959384,40.4105719
"PZ FONSAGRADA 7                         ",-3.7081714,40.4775223
"AV HISPANIDAD                           ",-3.5828701,40.4570698
"GRAN VIA 37                             ",-3.7050805,40.4199342
"ESPALTER-RUIZ DE ALARCON                ",-3.6914211,40.4127308
"ALONSO CANO 42                          ",-3.697469,40.4409723
"OLVIDO 15                               ",-3.7028121,40.3867677
"RDA SEGOVIA-MANZANARES                  ",-3.7144635,40.4078334
"AV OPORTO 69                            ",-3.7291651,40.3866639
"GRAN VIA-CHINCHILLA                     ",-3.7034386,40.4201455
"GTA PIRAMIDES                           ",-3.7134339,40.400372
"PZ HERRADORES SN                        ",-3.7084785,40.4165689
"JAVIER DE MIGUEL-HNOS GARCIA            ",-3.655395,40.384167
"ANCORA 23                               ",-3.6911312,40.4030487
"CERRO DE LA PLATA PUENTE                ",-3.674891,40.3980061
"GOYA-PZ COLON                           ",-3.6899313,40.4256077
"PLATERIAS 3                             ",-3.678316,40.4676199
"EMILIO FERRARI 64                       ",-3.6409592,40.4306123
"CHANTADA 2                              ",-3.7101352,40.4726828
"EMILIO FERRARI-ASCAO                    ",-3.640399,40.4302355
"H FUNDACION JIMENEZ DIAZ                ",-3.7183781,40.4392592
"RECOLETOS 29                            ",-3.6917183,40.4235787
"AV AVIACION 10                          ",-3.7860932,40.3796003
"GTA CADIZ 1                             ",-3.69939,40.38751
"BARBARA BRAGANZA-PO RECOLETOS           ",-3.6918829,40.4233988
"AMPARO USERA 10                         ",-3.7010534,40.3882062
"SALVADOR MARTINEZ LOZANO 10             ",-3.6697955,40.3952845
"CTRA VILLAVERDE VALLECAS FAR 3          ",-3.6513359,40.3685515
"AV MONFORTE DE LEMOS FTE 115            ",-3.7046802,40.4792542
"SAN BERNARDO 4                          ",-3.7080051,40.4209713
"CEDACEROS 9                             ",-3.6983274,40.4171348
"AV CIUDAD BARCELONA-P BOSCH             ",-3.6747086,40.4012054
"AV VALLADOLID 23                        ",-3.7280403,40.4269592
"AV CIUDAD DE BARCELONA 64               ",-3.6836535,40.4050109
"JACINTO VERDAGUER 21                    ",-3.7175309,40.3954067
"PO MOLINOS-FRIGILIANA                   ",-3.6937258,40.3903657
"CARRANZA 18                             ",-3.7045092,40.4295251
"A 42 ANTONIO LOPEZ                      ",-3.7114757,40.3956063
"JUAN RAMON JIMENEZ 20                   ",-3.6865992,40.4603753
"ARTURO SORIA 235                        ",-3.6653592,40.4636251
"O'DONNELL TUNEL M 23                    ",-3.6497077,40.4160696
"CABO MACHICHACO                         ",-3.6619834,40.3718571
"PO CASTELLANA 144                       ",-3.6897014,40.454525
"SAN BERNARDO-LUNA                       ",-3.707345,40.423177
"PO ERMITA SANTO-VIA CARPETANA           ",-3.7332813,40.3996275
"VILLAAMIL-CNO CHORRILLO                 ",-3.7086761,40.4620177
"AV ABRANTES-AV POBLADOS                 ",-3.73542,40.37399
"GENERAL RICARDOS 142                    ",-3.7292852,40.390327
"PZ NIÑO JESUS-AV MNDEZ PELAYO           ",-3.6761835,40.4086375
"MESON DE PAREDES-RDA VALENCIA           ",-3.7009691,40.4054753
"AV PESETA 37                            ",-3.76115,40.362967
"SANTA PETRONILA-FCO DEL PINO            ",-3.6921845,40.3497369
"ALCALDE LOPEZ CASERO-SIENA              ",-3.6552343,40.4325678
"M 30 KM 1,500 CALZADA 1                 ",-3.7224778,40.4210557
"JULIO PALACIOS-PEDRO RICO               ",-3.6937303,40.4848814
"CTRA FUENCARRAL A ALCOBENDAS            ",-3.678511,40.5133819
"ALBERIQUE-AMPOSTA                       ",-3.6210205,40.4287762
"SANZ RASO 33                            ",-3.6601256,40.3945013
"CLARA CAMPOAMOR 21                      ",-3.7332942,40.3843721
"PRINCIPE DE VERGARA-SERRANO",-3.6773753,40.4551105
"LUNA-MADERA                             ",-3.6983488,40.4089037
"ALBERTO AGUILERA 16                     ",-3.7082779,40.4299837
"MARIA DE MOLINA 33",-3.6815102,40.4377408
"ARENAL-PZ ISABEL II 2                   ",-3.7096594,40.41778
"RDA VALENCIA 35-RDA ATOCHA",-3.7014346,40.4051022
"PONZANO 47                              ",-3.6994317,40.4406049
"AV MORATALAZ 121                        ",-3.6500699,40.4063932
"MARQUES DE JURA REAL 8                  ",-3.70875,40.39318
"ALMAGRO 20                              ",-3.6938232,40.429039
"PRINCIPE DE VERGARA 185                 ",-3.6783524,40.4470398
"M 30 15RH23 CALZADA 2                   ",-3.7224778,40.4210557
"LOPEZ HOYOS-ANGEL LUIS HERRAN           ",-3.651627,40.4698331
"LOPEZ DE HOYOS 403                      ",-3.6501017,40.4725213
"GENERAL LOPEZ POZAS 4                   ",-3.6851365,40.463975
"M 30 KM 12,300 CTRAL CALZADA 2          ",-3.7224778,40.4210557
"MARCELO USERA 168                       ",-3.7155406,40.3854353
"PUERTO DE LA BONAIGUA 42                ",-3.6651253,40.3865737
"CIUDAD DE FRIAS 2                       ",-3.71371,40.33424
"MARTINEZ DE LA RIVA 20",-3.6663948,40.3938236
"ARTURO SORIA 337",-3.6654531,40.4823858
"PUENTE VALLECAS M 30                    ",-3.7224778,40.4210557
"PO CASTELLANA 132                       ",-3.6900353,40.4506053
"CAVANILLES 7                            ",-3.6771796,40.4069066
"RAFAEL FINAT-GUAREÑA                    ",-3.7645252,40.3844706
"M 30 KM 30,400                          ",-3.7224778,40.4210557
"GTA QUEVEDO-ELOY GONZALO                ",-3.7040423,40.4335677
"MARCOS DE ORUETA 1                      ",-3.6855857,40.484661
"AV CONCHA ESPINA-RGUEZ MARIN            ",-3.6787783,40.4516697
"A 3 CAÑADA REAL GALIANA                 ",-3.545078,40.3864088
"AV ARAGON-BERNEDO                       ",-3.5837051,40.4495281
"SERRANO 122                             ",-3.6857385,40.4369278
"AV ROSALES-AV ANDALUCIA",-3.6943658,40.3688482
"FERNANDEZ RIOS 80                       ",-3.7137828,40.4355358
"PO FLORIDA 33                           ",-3.7230034,40.4225596
"YEBENES-SEPULVEDA                       ",-3.75637,40.39844
"AV BRASILIA 13",-3.6613213,40.4388226
"RDA ATOCHA 8                            ",-3.6958945,40.4070603
"SAN DALMACIO 25                         ",-3.6972307,40.343363
"ANDRES BELLO-MARQUES VALLEJO            ",-3.6635825,40.4216504
"JOSE INZENGA-JOSE FENTANES              ",-3.7108506,40.3948412
"OLIANA-AV SAN LUIS                      ",-3.6529409,40.4720049
"PO DELICIAS 124                         ",-3.6949337,40.3936347
"VALVERDE 30",-3.7015128,40.4225924
"CÑ. BATALLA DE SALADO 35",-3.6961939,40.3996483
"PZ INDEPENDENCIA-ALFONSO XII            ",-3.6885724,40.4196362
"HIERRO 27                               ",-3.6904147,40.390737
"M 30 KM 6 CALZADA EXTERIOR              ",-3.7224778,40.4210557
"FRANCISCO SILVELA 1                     ",-3.669536,40.4285924
"PIÑUECAR-ACEBEDA                        ",-3.623849,41.0863791
"ATOCHA-SAN PEDRO                        ",-3.6948829,40.4109124
"MAGNOLIAS-PINOS ALTA                    ",-3.6907737,40.471266
"HERCE 4 C                               ",-3.6135246,40.4062378
"CTRA A 5 KM 4                           ",-3.652326,40.364492
"GODELLA 47                              ",-3.6881258,40.3430381
"SERRANO 26                              ",-3.6877558,40.4242397
"AMPARO 36                               ",-3.7030786,40.4092036
"PADRE CLARET 20                         ",-3.6643858,40.4499158
"FUNDACION JIMENEZ DIAZ                  ",-3.7183781,40.4392592
"NAVALPERAL 9                            ",-3.7266662,40.4608657
"PRELUDIO-SAAVE. FAJARDO                 ",-3.7248838,40.4154702
"PINTOR RIBERA-VICTOR SERNA              ",-3.6714277,40.4546398
"RODRIGO DE ARANA 50",-3.7664491,40.3795087
"AVE MARIA 8                             ",-3.7003434,40.4117562
"ARISTOTELES 1                           ",-3.6519831,40.4431915
"ASTORGA 9                               ",-3.6522443,40.4300983
"VALVERDE 20                             ",-3.7015128,40.4217179
"GARIBAY 10                              ",-3.6704857,40.4032852
"SANTA CLARA                             ",-3.7108317,40.4171906
"GUADARRAMA 7                            ",-3.7313801,40.4116605
"CTRA BATAN PO VENTA FTE PARQUE          ",-3.7530183,40.4072459
"ALCALDE LOPEZ CASERO 10                 ",-3.6553135,40.4331218
"AV CONCHA ESPINA 1 ESTADIO P26          ",-3.6883445,40.4530541
"DON PEDRO 8",-3.7123586,40.4116005
"CARLOS LATORRE 13                       ",-3.7069598,40.4485536
"ALCALDE LOPEZ CASERO 5                  ",-3.6557888,40.4328683
"ALFONSO XII 8                           ",-3.6891166,40.4184931
"ALCONERA-ALBERIQUE                      ",-3.61741,40.4293
"OSO 16                                  ",-3.7052209,40.4095414
"COLEGIATA 14                            ",-3.7069041,40.4133556
"ALCALA 409                              ",-3.6399,40.4372
"AV PEÑA PRIETA 44                       ",-3.6660597,40.400673
"CNO VIEJO DE VICALVARO 39               ",-3.612366,40.404515
"ALBERIQUE-ALCONERA                      ",-3.617435,40.4294
"BERNARDINO OBREGON 18                   ",-3.7000437,40.4039973
"PO ARTILLEROS FAROLA 23                 ",-3.7060897,40.4163163
"PUERTO MIRAVETE-PUERTO SERRANO          ",-3.6875448,40.3859841
"CONDE DUQUE 48                          ",-3.7088269,40.429494
"FERNANDO EL SANTO 24                    ",-3.6908412,40.4279719
"CNO FUENTE DE ARRIBA-AV REAL            ",-3.6088386,40.4033184
"GTA EMBAJADORES-MARTIN VARGAS           ",-3.7019782,40.4031075
"SORIA-PO ACACIAS                        ",-3.7055907,40.4047386
"LOPEZ DE HOYOS 301                      ",-3.6605613,40.4580913
"RDO FERNANDEZ VILLAVERDE 30             ",-3.6991767,40.4461361
"NARVAEZ-JORGE JUAN                      ",-3.6758365,40.4233782
"VILLAAMIL-AGUILAFUENTE                  ",-3.7086761,40.4620177
"PZ CRISTO REY S/N",-3.7177647,40.4390221
"AEROPUERTO T 1 VIAL ACCESO              ",-3.543059,40.44735
"ILLESCAS A 5                            ",-3.7665953,40.3976361
"CORAZON DE MARIA 10                     ",-3.6700225,40.4407918
"A 5 KM 3,700                            ",-3.7805121,40.3869788
"MECANICO RADA-AV TRAJANO                ",-3.7205063,40.4628271
"AV POBLADOS 60                          ",-3.7618015,40.3851013
"BERNARDINO OBREGON 23                   ",-3.6986601,40.4023941
"ENRIQUE VELASCO 38                      ",-3.6584937,40.394967
"MIRA EL RIO ALTA 6                      ",-3.7089638,40.4089066
"LUIS RUIZ-FRANCISCO RIOJA               ",-3.6379915,40.4303893
"ALJARAFE 2",-3.6643247,40.3745577
"MARTIN DE VARGAS 7                      ",-3.7024594,40.4037313
"PEÑASCALES 1                            ",-3.6683709,40.4238508
"MESENA-GONZALEZ AMIGO                   ",-3.6631865,40.4666043
"JOSE SILVA 17",-3.6590494,40.4542397
"SAN JENARO-ARROYO BUENO                 ",-3.7040489,40.3486169
"VIRGEN DEL SAGRARIO-ELFO                ",-3.6480866,40.4346143
"MERCEDES RODRIGUEZ 10                   ",-3.7552734,40.367868
"SERVANDO BATANERO 72                    ",-3.6433744,40.4302184
"FRAY LUIS DE LEON-S ELCANO              ",-3.6987224,40.4048531
"PO ESPERANZA-PALO DE ROSA               ",-3.7066369,40.4027246
"AV REAL DE PINTO 168                    ",-3.7160887,40.3298418
"TRIBULETE 13                            ",-3.7024992,40.4077123
"FE 6                                    ",-3.7003037,40.4088548
"M 40 KM 19                              ",-3.6970276,40.3645391
"AV MONASTERIO DE SILOS 63               ",-3.6957903,40.5056891
"AV ALBERTO ALCOCER 5",-3.6885847,40.4594732
"AV ALBUFERA 42                          ",-3.66647,40.396497
"SOMBRERETE-AMPARO                       ",-3.7021797,40.4086064
"GTA BILBAO SN",-3.7020899,40.4288413
"FUENTE CARRANTONA-PROVENZA              ",-3.6327081,40.4057308
"TORDESILLAS-JACOBEO                     ",-3.7597613,40.3664191
"M 30 KM 4,700 CALZADA 1",-3.7224778,40.4210557
"RDA ATOCHA 32",-3.6989746,40.4061732
"AV GRAN VIA VILLAVERDE FAR 51           ",-3.6934549,40.345787
"ALCALDE SAINZ DE BARANDA F 94           ",-3.6603167,40.4208721
"DATIL 3                                 ",-3.7489774,40.3768229
"M 30 KM 7,900 LAT CALZADA 2             ",-3.7224778,40.4210557
"AV PADRE HUIDOBRO KM 4,800              ",-3.7487881,40.4598532
"PUERTO DE BALBARAN FAROLA 44            ",-3.7060897,40.4163163
"AV RAMON Y CAJAL-MARCENADO              ",-3.6751117,40.451191
"AV PABLO NERUDA-VIRIDIANA               ",-3.6551882,40.3813412
"BRAVO MURILLO 276                       ",-3.6980444,40.4609536
"CTRA VALDEMINGOMEZ-CNO ERMITA           ",-3.7212401,40.4155472
"PO ACACIAS 12                           ",-3.7058591,40.4043069
"NAJARRA 4                               ",-3.6591457,40.3750735
"FRANCISCO SILVELA 57                    ",-3.6743237,40.4341189
"ISAAC PERAL FTE 14                      ",-3.7177272,40.4389875
"PO INFANTA ISABEL 5                     ",-3.6897212,40.4081185
"PO EXTREMADURA 117                      ",-3.735773,40.410808
"AV ALFONSO XIII 152                     ",-3.6706822,40.4603734
"EMBAJADORES 458                         ",-3.6747711,40.3673183
"MARCELINO ROA VAZQUEZ 56                ",-3.6400685,40.4288664
"CTRA CORUÑA KM 7                        ",-3.7491824,40.4565512
"AV AURORA BOREAL-AV G V ESTE            ",-3.6088812,40.4007054
"MONTE PERDIDO 27                        ",-3.6697968,40.3939633
"CTRA VALDEMINGOMEZ                      ",-3.5609529,40.3609882
"LEON-HUERTAS                            ",-3.6989908,40.4136358
"BERNARDINO OBREGON 13 Y 15              ",-3.6994594,40.4035127
"VALMOJADO 95                            ",-3.7578039,40.3945525
"FERNAN GONZALEZ 28                      ",-3.6745845,40.421978
"PZ DOCTOR LOZANO 9                      ",-3.6602841,40.4041606
"AV PABLO NERUDA 62                      ",-3.64593,40.38733
"COLOMBIA 12                             ",-3.6761891,40.4559477
"AJOFRIN-AV ARCENTALES                   ",-3.6256911,40.4263547
"GTA SAN VICENTE-CTA S VICENTE           ",-3.7201249,40.4203692
"MARTIN DE VARGAS 4                      ",-3.7032578,40.4044448
"TORRES MIRANDA 3                        ",-3.6998735,40.3979952
"VALMOJADO 111                           ",-3.7579277,40.3936459
"RADIO 22                                ",-3.7014056,40.4145587
"FLORA 1                                 ",-3.7075094,40.4180985
"CJAL BENITO MARTIN LOZANO 7             ",-3.709584,40.4054365
"PO ACACIAS-ERCILLA                      ",-3.7071221,40.4039447
"PONZANO 24                              ",-3.6992016,40.4387666
"CRISTO DE LA VICTORIA 116               ",-3.7054769,40.3795958
"MIGUEL YUSTE-JULIAN CAMARILLO           ",-3.6233457,40.4362636
"AV POBLADOS 126                         ",-3.7188489,40.3737
"RIOS ROSAS-SANTA ENGRACIA               ",-3.6998245,40.4374542
"M 30 KM 11,800 CALZADA 2",-3.7224778,40.4210557
"ALFONSO XII FTE 48",-3.689334,40.4171675
"AV REAL DE PINTO-V TOBALINA",-3.709788,40.3381922
"AV AVIACION-PLATILLOS                   ",-3.7780126,40.3751202
