"LUGAR","lon","lat"
"LAGARTERA-BUENDIA                       ",-3.67235,40.38111
"VIA CARPETANA-GTA EJERCITO              ",-3.7448039,40.3879831
"SERRANO 144                             ",-3.6856633,40.4422162
"PO DELICIAS 54                          ",-3.694378,40.4001561
"PO PRADO 14                             ",-3.6944375,40.4142109
"CEA BERMUDEZ-SANTA ENGRACIA             ",-3.7070455,40.4389048
"GENERAL ARANAZ 34                       ",-3.6375015,40.4415684
"PZ REMONTA COMISARIA TETUAN             ",-3.6980511,40.464276
"AV ALBUFERA 323                         ",-3.6303693,40.3835632
"MARTINEZ DE LA RIVA 20                  ",-3.6663948,40.3938236
"AV ALBUFERA 28                          ",-3.6672138,40.3971139
"PO PRADO MINISTERIO                     ",-3.6940453,40.4132805
"CAMARENA FAROLA 79                      ",-3.7060897,40.4163163
"PZ EMPERADOR CARLOS V-ATOCHA            ",-3.6928509,40.4081395
"TOLEDO-RUDA                             ",-3.7082051,40.4105082
"PO EXTREMADURA-PZ ANGEL                 ",-3.7682951,40.3963208
"COCHERAS-PJE HOYUELO                    ",-3.6763224,40.4009541
"AV. PIO XII, 4                          ",-3.6750523,40.4627244
"AV POBLADOS FAROLA 49                   ",-3.726988,40.373517
"TOMAS BRETON 48                         ",-3.6919889,40.3972039
"EMILIO GASTESI FERNANDEZ                ",-3.6470529,40.4357163
"CARMEN COBEÑA-MELILLA                   ",-3.710863,40.4018626
"DRESDE-AQUITANIA                        ",-3.6114953,40.4211184
"BRAVO MURILLO-AZAHAR                    ",-3.6945053,40.4647108
"INFANTA MARIA TERESA 19                 ",-3.6801116,40.4541942
"VELAZQUEZ 166                           ",-3.6822494,40.4454549
"JOSE DEL HIERRO 55                      ",-3.6429389,40.4408842
"ORENSE 29                               ",-3.6954189,40.4517235
"ANGEL LUIS DE LA HERRAN 33              ",-3.6479322,40.4706243
"PROVENCIO SN                            ",-3.6297152,40.4647275
"TALCO 16                                ",-3.7147344,40.347445
"PZ CRISTO REY S/N                       ",-3.7177647,40.4390221
"ATOCHA 98                               ",-3.6957851,40.4104702
"NARCIS MONTURIOL-S COMPOSTELA           ",-3.69953,40.48453
"FORTUNY 5                               ",-3.6911806,40.4286515
"CARLOS ARNICHES 10                      ",-3.7085218,40.408471
"PO DELICIAS 145                         ",-3.6947582,40.3917895
"BRAVO MURILLO-RIOS ROSAS                ",-3.7034411,40.450488
"HERMANOS GARCIA NOBLEJAS SN             ",-3.6297179,40.4263095
"A 2 KM 10                               ",-3.7240333,40.4504071
"AV BURGOS 40",-3.6753967,40.4812368
"RO SEGOVIA-SEGOVIA                      ",-3.7227934,40.4139658
"PO SANTA MARIA DE LA CABEZA 2           ",-3.6940453,40.4069507
"M 30 KM 7,700 LAT CALZADA 2             ",-3.7224778,40.4210557
"TOLEDO 140                              ",-3.7134062,40.4040021
"ARENAL-PZ ISABEL II                     ",-3.7066451,40.4172728
"ELFO-DOCTOR VALLEJO                     ",-3.6436783,40.4367561
"AV PLANETARIO-ARIEL                     ",-3.6852673,40.3926187
"JULIAN CAMARILLO 6                      ",-3.632111,40.4334537
"VIA CARPETANA SN FAROLA 36              ",-3.7361162,40.3975138
"TR SAN MATEO S/N",-3.6986939,40.4258375
"TRUJILLOS 3",-3.7075161,40.4184392
"CTRA VICALVARO A EST O'DONNELL          ",-3.5832881,40.4154527
"HERMANOS GARCIA NOBLEJAS 15             ",-3.6368595,40.4367555
"PZ SAN JAIME-SIERRA GUADALUPE           ",-3.62514,40.38256
"AV POBLADOS-LUIS CHAMIZO                ",-3.7636086,40.3871304
"AV BURGOS 118                           ",-3.6721876,40.4886854
"AV ENTREVIAS 66                         ",-3.6678988,40.3805623
"ARENAL 16",-3.7064284,40.4173467
"CAROLINAS 1",-3.7036801,40.4510372
"CAPITAN HAYA-BRAVO MURILLO",-3.6916181,40.4654548
"BRAVO MURILLO-JUAN PANTOJA              ",-3.7035135,40.4499815
"SAN RAIMUNDO-TENERIFE",-3.7062538,40.4517714
"MARUJA GARCIA ROMERO-BOSCO              ",-3.6543253,40.4042403
"PZ CASTILLA 1",-3.690194,40.4651565
"CAÑADA REAL GALIANA 45",-3.5476839,40.3824484
"RAMIRO II-ESQUILACHE                    ",-3.7050877,40.4433277
"CONDESA DE VENADITO 5                   ",-3.6543204,40.4445497
"AV FELIPE II-GOYA                       ",-3.6741998,40.4239222
"FRANCISCO JACINTO ALCANTARA 2",-3.7242656,40.4267186
"GANDHI 79                               ",-3.6299447,40.4261443
"SESEÑA 35                               ",-3.7625473,40.3980716
"ARBOLEDA-AV DEMOCRACIA                  ",-3.62578,40.38415
"RAMIREZ TOME SN                         ",-3.6476025,40.3893992
"BOLIVAR 11                              ",-3.6918488,40.3923488
"AV DEMOCRACIA 7                         ",-3.6253449,40.3844035
"FCO ASIS MENDEZ CASARIEGO 3             ",-3.6871745,40.4493579
"PO MORET 7                              ",-3.690268,40.414337
"AV DEMOCRACIA SN                        ",-3.6206424,40.3919252
"LOPEZ GRASS 16                          ",-3.6605613,40.3959194
"LOPEZ GRASS                             ",-3.6596386,40.3970063
"PO SAN ILLAN-PO ERMITA SANTO            ",-3.722698,40.399953
"MENDEZ ALVARO-ESTRELLA HADAR            ",-3.6792951,40.394629
"GENERAL ZABALA 33                       ",-3.6768904,40.4443222
"FRANCISCO LAGUNA 10 AL 2                ",-3.671425,40.3908726
"AV LLANO CASTELLANO 22                  ",-3.6842647,40.4874391
"ALTAMIRANO 2                            ",-3.7173539,40.4316356
"SAN MARCELO-SAN EMILIO                  ",-3.6590786,40.4270306
"LOPEZ DE HOYOS-GTA LOPEZ HOYOS          ",-3.6808792,40.4403692
"LAGASCA-MALDONADO                       ",-3.6846432,40.4340523
"FELIPE CAMPOS SN                        ",-3.6801948,40.443153
"M 30 KM 12,500 CALZADA 1                ",-3.7224778,40.4210557
"BRUNO ABUNDEZ SN                        ",-3.6281855,40.3833109
"M 30 TUNEL 13XL                         ",-3.7224778,40.4210557
"PARADINAS 12                            ",-3.7197331,40.4048912
"DOCTOR MARTIN AREVALO 39                ",-3.705444,40.3465537
"PRINCIPE VERGARA-MA FRANCISCA           ",-3.6784784,40.4442501
"BATALLA DEL SALADO, 30                  ",-3.696505,40.4002681
"TOMAS REDONDO-A LOPEZ TORRES            ",-3.6300287,40.4723621
"MANUEL MUÑOZ 20",-3.7016954,40.3853868
"SEBASTIAN ELCANO 12",-3.69999,40.4043877
"AV ANDALUCIA-RESINA                     ",-3.69327,40.33625
"SAN PEDRO-SAN BLAS                      ",-3.571226,40.449216
"PUERTO CARDOSO 14",-3.6535288,40.3880933
"REYES 6                                 ",-3.7093503,40.4242751
"AV PEÑA PRIETA-PTE VALLECAS",-3.6656638,40.401137
"ALGABA 12                               ",-3.7376083,40.3918785
"COMISARIA CNP PUENTE VALLECAS           ",-3.6618877,40.3928471
"GARCIA LUNA-VINAROZ                     ",-3.6761492,40.4459298
"ROGELIO MUÑOZ 2 B                       ",-3.6432363,40.472464
"AV CARDENAL HERRERA ORIA 90             ",-3.6925719,40.4912454
"AV LOGROÑO 239",-3.5864891,40.4641754
"NARDO 1                                 ",-3.692996,40.465665
"VALLEHERMOSO-ALBE. AGUILERA             ",-3.7088505,40.4298467
"CAVANILLES-ABTAO                        ",-3.6746,40.40562
"PO PRADO 38                             ",-3.6929512,40.4106201
"ARROYO DEL OLIVAR 19                    ",-3.6621355,40.3925617
"PO DIRECCION-ARROYO-CANTUESO            ",-3.70307,40.46981
"BASCUÑUELOS-CIUDAD DE FRIAS             ",-3.7139397,40.3376422
"CARABANCHEL BAJO                        ",-3.7512317,40.3778181
"GENERAL ORAA-FRANCISCO SILVELA          ",-3.6758677,40.4357836
"DUQUESA DE PARCENT 62",-3.7488269,40.3957857
"MONASTERIO DE ARLANZA SN                ",-3.6894435,40.5091325
"PUEBLA 20                               ",-3.7035974,40.4223003
"FALCINELO-CAMINO VJO LEGANES            ",-3.7279633,40.3858183
"PO GIGANTES Y CABEZUDOS                 ",-3.6935717,40.3563374
"ABADES 5                                ",-3.7048201,40.4101559
"LAGUNA RODRIGO SN                       ",-3.7063461,40.3517585
"AV ENTREVIAS 46                         ",-3.6692473,40.3821061
"AV DAROCA 90                            ",-3.6450968,40.4259705
"CAVANILLES 58                           ",-3.6729596,40.4043705
"RAVENA-BULGARIA                         ",-3.6184815,40.4176315
"SINESIO DELGADO 62                      ",-3.7110236,40.4715504
"AV SAN DIEGO 140                        ",-3.6654333,40.3841507
"SAN BERNARDO 67-PALMA                   ",-3.706744,40.4268098
"PZ SAN JAIME 7",-3.6250505,40.3809046
"SEBASTIAN HERRERA 9                     ",-3.7002336,40.403765
"IFEMA PABELLON 10                       ",-3.6163827,40.4642242
"CARLOS ARNICHES-PZ GRAL V REY           ",-3.7084187,40.4079077
"SAN CIRIACO 2                           ",-3.6051011,40.4057307
"CAYETANO PANDO SN                       ",-3.7456128,40.402622
"GUZMAN EL BUENO 110                     ",-3.7120581,40.4445925
"RAFAEL DE RIEGO 26                      ",-3.6923171,40.4036418
"AV RAFAELA YBARRA SN                    ",-3.7123209,40.3699105
"MARGARITAS 44                           ",-3.707915,40.4591682
"SAN POL DE MAR 9                        ",-3.7272217,40.4234973
"MIRA EL RIO ALTA                        ",-3.7092438,40.4088156
"OCA 27 AL 35                            ",-3.7355832,40.3896205
"PALOS DE LA FRONTERA 10                 ",-3.6995825,40.4027181
"SAAVEDRA FAJARDO-JUAN TORNERO           ",-3.7247701,40.4121248
"AV AMERICA TORRES BLANCAS               ",-3.6719274,40.4397936
"TOBOSO 126                              ",-3.7356609,40.3932804
"PZ GENERAL VARA DE REY                  ",-3.7079884,40.4092185
"SIERRA CARBONERA 33                     ",-3.6639955,40.3921653
"PZ HNOS FALCO ALVAREZ TOLEDO            ",-3.5773316,40.4738668
"AV DOCTOR GARCIA TAPIA FTE 129          ",-3.6413044,40.4100086
"PO CHOPERA FTE 51                       ",-3.699097,40.3940298
"CORDEL DE PAVONES 26                    ",-3.61886,40.40019
"SANTA MARIA LA REAL DE NIEVA 2          ",-3.7185427,40.406315
"RIOS ROSAS 17                           ",-3.7013197,40.4422366
"RDA VALENCIA 10",-3.7013419,40.4055356
"MARQUES DE HOYOS 4",-3.6407378,40.4424999
"SEGOVIA 86                              ",-3.6908187,40.4427669
"AV OPORTO 100                           ",-3.72968,40.38742
"YEBENES FAROLA 151                      ",-3.7060897,40.4163163
"BADALONA 90                             ",-3.6939989,40.4940698
"CARLOS ARNICHES 2                       ",-3.7085481,40.4088326
"ANCORA 42                               ",-3.6885521,40.4024493
"TRAV POZAS 2                            ",-3.7067543,40.4251583
"AV MONTE IGUELDO-MONTE PERDIDO          ",-3.6695916,40.393811
"ALBERIQUE 20 CNP SAN BLAS               ",-3.6159342,40.4292069
"PUEBLA DE SANABRIA                      ",-3.7101363,40.3517888
"PO DELICIAS 31                          ",-3.6916597,40.4041332
"GENERAL VARELA 19                       ",-3.6953819,40.4558115
"GENERAL VARELA-M PARACUELLOS            ",-3.6952203,40.4564157
"VALLE DE TOBALINA 30                    ",-3.7148732,40.3373096
"SANTA ENGRACIA 18                       ",-3.6963759,40.4301195
"HUERTA DE CASTAÑEDA                     ",-3.7417505,40.4069393
"EUGENIO SALAZAR 14                      ",-3.6738303,40.4454507
"AV PEÑA PRIETA-MONTE OLIVETI            ",-3.6685798,40.3986367
"PO CASTELLANA 141                       ",-3.6906525,40.4598186
"M 30 KM 5 LATERAL CALZADA 1             ",-3.7224778,40.4210557
"VIA LUSITANA FAROLA 45                  ",-3.7060897,40.4163163
"CLARA CAMPOAMOR-GRAL RICARDOS           ",-3.7348506,40.3864383
"BERNARDINO OBREGON-P FRONTERA           ",-3.700034,40.4040133
"A 2 4 A M 30",-3.5269583,40.448059
"PITAGORAS-ILIADA                        ",-3.6068745,40.4366095
"A 4 KM 5,700                            ",-3.6855721,40.3785038
"DOCTOR PIGA 6                           ",-3.6985752,40.4084763
"GTA LUIS ROSALES",-3.6539685,40.4666842
"CONDE DE CARTAGENA 21",-3.6741749,40.4080457
"PO INFA.ISABEL 1                        ",-3.6979255,40.410879
"AV MONFORTE DE LEMOS FTE 13             ",-3.7046802,40.4792542
"CARLOS ARNICHES                         ",-3.7084187,40.4079077
"ANTONIO ZAPATA-ANTONIO SALCES           ",-3.6707063,40.4453442
"MAES. GUERRERO-DOS AMIGOS               ",-3.7098443,40.4249128
"SANTA ENGRACIA FTE 120                  ",-3.7010184,40.4408737
"IBERIA-PODEROSAS                        ",-3.5772011,40.4756207
"BLASCO GARAY-FERNANDO CATOLICO          ",-3.7114938,40.4341578
"MULLER 47                               ",-3.6984048,40.4655317
"VENERAS 5                               ",-3.7075913,40.4193937
"CRA SAN JERONIMO 2                      ",-3.702082,40.4165719
"MESON DE PAREDES 24                     ",-3.7045789,40.4103973
"EZEQUIEL SOLANA 15                      ",-3.6461263,40.4325367
"CASTILLO PIÑEIRO 8                      ",-3.7069112,40.4478146
"AV NICETO ALCALA ZAMORA M 11            ",-3.6468945,40.4872722
"JERONIMA LLORENTE-F RODRIGUEZ           ",-3.706004,40.45539
"PICO ARTILLEROS-PZ C L A MENA           ",-3.6416692,40.4052296
"AV CANILLEJAS A VICALVARO M 40          ",-3.6144645,40.4389944
"PZ REPUBLICA ARGENTINA                  ",-3.6851015,40.4453012
"DANTE 15                                ",-3.7448381,40.4089753
"SINESIO DELGADO 8                       ",-3.6940857,40.4748088
"MADERA 21                               ",-3.6523983,40.4391286
"LOPEZ DE HOYOS-PADRE CLARET             ",-3.66515,40.45021
"VIA LUSITANA-CARRERO J RAMON            ",-3.7283625,40.3788055
"JERONIMA LLORENTE-OUDRID                ",-3.7069884,40.4545748
"CAMPIÑA 8                               ",-3.6705492,40.3791236
"FUENCARRAL 77                           ",-3.7009701,40.4252809
"GRAN VIA 46                             ",-3.7058435,40.4205344
"YEBENES-CUART DE POBLET                 ",-3.7537907,40.3958196
"EMILIO FERRARI-SAN FIDEL",-3.6386508,40.4280205
"CALLE 30 KM 6,600 CALZADA 1             ",-3.6748806,40.3917495
"DOCTOR SALGADO 57                       ",-3.6632943,40.3997705
"VILLALOBOS-AV MIGUEL HERNANDEZ          ",-3.65174,40.379315
"M 30 KM 22,600                          ",-3.7224778,40.4210557
"ARANJUEZ-SAN ROGELIO                    ",-3.6040527,40.0305018
"GENERAL YAGUE 50                        ",-3.6991339,40.45711
"BAMBU 14                                ",-3.6765676,40.475639
"CTRO CIAL LA GAVIA PARKING EXT          ",-3.597642,40.368241
"GENERAL RICARDOS-MELISA                 ",-3.7418375,40.382963
"SERRANO 89                              ",-3.6866103,40.4369796
"PORVENIR-HERMOSILLA                     ",-3.6660419,40.4254339
"ALTAMIRANO-PO PINTOR ROSALES            ",-3.7200705,40.4303961
"TOMAS BORRAS 12                         ",-3.6976876,40.3953378
"GUABAIRO-GTA EJERCITO                   ",-3.7456207,40.386218
"FORTUNY-FERNANDO EL SANTO               ",-3.6910867,40.4280844
"LAGO CONSTANZA-S BATANERO               ",-3.6460614,40.4298484
"AV RAFAELA YBARRA-C VICTORIA            ",-3.7123209,40.3699105
"SAUCE 20                                ",-3.6686896,40.453499
"AV NUESTRA SEÑORA VALVANERA 88          ",-3.7371268,40.3911156
"ARTURO SORIA 28                         ",-3.63971,40.44059
"ARROYO DEL OLIVAR 120                   ",-3.6556502,40.3891535
"ARROYO OLIVAR-ALCALA GUADAIRA           ",-3.6563825,40.3897229
"P. SM.CABEZA_N115                       ",-3.6745874,40.4211586
"PUERTO BALBARAN-AV M HERNANDEZ          ",-3.6632239,40.3788068
"RDA VALENCIA 6                          ",-3.7004298,40.4057799
"AV POBLADOS PTE A 5                     ",-3.7347819,40.3738081
"PROTASIO GOMEZ 1                        ",-3.6385175,40.4394114
"CAMPO FLORIDO 8                         ",-3.7751196,40.3986597
"CARBONERAS 9                            ",-3.7502152,40.4008203
"FERMIN CABALLERO 75                     ",-3.7145477,40.4814404
"P. CASTELLANA_300                       ",-3.684813,40.48005
"ZORRILLA 21                             ",-3.6960068,40.4169891
"DOCTOR TOLOSA LATOUR F 10               ",-3.7018541,40.3763669
"BESOLLA-PZ ANOCIBAR                     ",-3.7350091,40.3763107
"PO PINTOR ROSALES-M URQUIJO             ",-3.7217592,40.428937
"CALAHORRA 10                            ",-3.6109491,40.40792
"ARTURO SORIA-JUAN PEREZ ZUÑIGA          ",-3.6463966,40.4450747
"N139 PO SANTA MARIA CABE                ",-3.7041702,40.3957595
"M 23 FUENTE CARRANTONA                  ",-3.6332339,40.4056721
"BELMEZ 53                               ",-3.6723221,40.3782163
"RIBADAVIA-AV BETANZOS                   ",-3.712457,40.472024
"MONROY 4                                ",-3.7822356,40.3774814
"PEDRO LABORDE-AV PALOMERAS              ",-3.6499285,40.3862701
